Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
1	270.8243217081763	39.69582009129226	0.9627888480165888	0.9567640973501034	0.8601398601398601	0.9156327543424317
2	539.3909480739385	20.68481277162209	0.9751026147225497	0.9784211536684039	0.9395465994962217	0.9255583126550868
3	808.0916024101898	15.334081108216196	0.9714028036188556	0.978542023647856	0.9130434782608695	0.9379652605459057
4	1077.2832476762123	12.197216047905385	0.9753085543041373	0.9793596735088554	0.9518716577540107	0.8833746898263027
5	1345.9245361411013	7.70575489429757	0.9861097302901618	0.9885955619387545	0.9591836734693877	0.9330024813895782
6	1615.2112240870483	5.569786147680134	0.9867843599539832	0.9862066023448776	0.9660574412532638	0.9181141439205955
7	1884.8754678019322	5.416004274971783	0.9853214787882231	0.9853178524959652	0.9	0.9602977667493796
8	2155.2615990391932	4.42839307943359	0.989575196352739	0.9857444524234431	0.9349397590361446	0.9627791563275434
9	2427.1584343253635	5.316665342077613	0.9846184436648724	0.9844219926482612	0.981081081081081	0.9007444168734491
10	2696.6264126203023	3.7277872902341187	0.9883466602280959	0.9849196925636523	0.9434889434889435	0.9528535980148883
11	2970.7130234492943	2.424717183690518	0.9893550540413867	0.9864341223061992	0.9695431472081218	0.9478908188585607
12	3241.9874775940552	2.195190393831581	0.9912582198298512	0.9883107424971738	0.9694656488549618	0.9454094292803971
13	3516.8656390681863	2.201259717810899	0.9874660909826868	0.9852396425092608	0.9486552567237164	0.9627791563275434
14	3788.569751353003	2.130331873893738	0.9911588007214986	0.9860892873648212	0.9645569620253165	0.9454094292803971
15	4064.622426168993	1.4959478368982673	0.9900580891647375	0.9865976522783991	0.9526184538653366	0.9478908188585607
16	4341.792009281926	1.128259614109993	0.9903776505844424	0.9855453724572867	0.9553349875930521	0.9553349875930521
17	4621.562096493319	1.1488059884868562	0.9901823630501781	0.9846566226083742	0.9571788413098237	0.9429280397022333
18	4899.946772241965	1.0424913582392037	0.9878708687809796	0.9827724729286795	0.9553349875930521	0.9553349875930521
19	5177.187961646356	1.2153279725462198	0.990349245124913	0.9854742724693737	0.9715025906735751	0.9305210918114144
20	5456.722871003207	1.2335121487267315	0.9895645443054155	0.9846637326071656	0.941031941031941	0.9503722084367245
21	5733.51007973915	1.0088958274573088	0.9908818474910878	0.9844077726506786	0.9454094292803971	0.9454094292803971
22	6006.354853837285	0.9285846259444952	0.9901717110028547	0.9850334525443131	0.9482758620689655	0.9553349875930521
23	6283.156583237927	1.0288443849422038	0.9893479526765044	0.9839953927207833	0.9525	0.9454094292803971
24	6561.830154974945	0.9223140440881252	0.9886023093638596	0.9821432380356495	0.943069306930693	0.9454094292803971
25	6839.056737105362	0.8111607260070741	0.9893905608657984	0.9839989477201789	0.9280575539568345	0.9602977667493796
26	7115.11029249616	0.9210159699432552	0.9876507264696275	0.983469252810227	0.9433497536945813	0.9503722084367245
27	7394.440962270368	0.8013452547602355	0.9887904955332415	0.9839314027316615	0.9571788413098237	0.9429280397022333
28	7671.167473956943	0.7455897005274892	0.9872850061781875	0.9860217423763037	0.9646464646464646	0.9478908188585607
29	7950.192632584367	0.7469543381594121	0.990498373787442	0.983796312754627	0.955	0.9478908188585607
30	8227.722276734188	0.5859110122546554	0.9870045022653354	0.9837109927691312	0.9551122194513716	0.9503722084367245
31	8505.376206778921	0.6210920214653015	0.9898876564075615	0.9840096127183658	0.9573934837092731	0.9478908188585607
32	8775.182145914063	0.7096738559193909	0.987295658225511	0.9835012478047878	0.9459459459459459	0.9553349875930521
33	9043.710795624182	0.6570324790664017	0.9891136076353875	0.9833483828307749	0.9525	0.9454094292803971
34	9312.321161236148	0.6435170727781951	0.9891029555880642	0.9835012478047879	0.9598997493734336	0.9503722084367245
35	9580.7848752602	0.6633318606764078	0.9882401397548608	0.9838638577431442	0.9552238805970149	0.9528535980148883
36	9849.500714808237	0.6238969662226737	0.9891846212842108	0.9833341628331923	0.9387254901960784	0.9503722084367245
37	10118.062592320144	0.5790427536703646	0.990260478063884	0.9817308581057541	0.9455445544554455	0.9478908188585607
38	10386.084219574928	0.6740038790740073	0.9883750656876252	0.9826658229468102	0.9439024390243902	0.9602977667493796
39	10656.025424220134	0.6069661267101765	0.9882401397548608	0.9831919628573663	0.9478908188585607	0.9478908188585607
40	10925.990618146956	0.5908204489387572	0.9883111534036841	0.9833128328368184	0.9434889434889435	0.9528535980148883
41	11195.809486876242	0.6139173586852849	0.9875371046315101	0.9844006626518873	0.9482758620689655	0.9553349875930521
42	11464.4135601921	0.5872545847669244	0.9897527304747973	0.9826729329456013	0.9458128078817734	0.9528535980148883
43	11733.537868977059	0.5925499782897532	0.9870932693263644	0.9822996580090582	0.9501246882793017	0.9454094292803971
44	12002.545876024291	0.5760704432614148	0.9897598318396796	0.9836967727715487	0.9414634146341463	0.9578163771712159
45	12271.665000606328	0.6775425337255001	0.9897527304747973	0.9812296031909674	0.9576059850374065	0.9528535980148883
46	12542.125697538257	0.6310973591171205	0.9885739039043304	0.98211835303988	0.9526184538653366	0.9478908188585607
47	12811.043737359345	0.6001928141340613	0.9884744847959778	0.9823316530036189	0.9544303797468354	0.9354838709677419
48	13080.024154773913	0.641419505700469	0.9873773239216578	0.9844326576464482	0.9502487562189055	0.9478908188585607
49	13349.631189181004	0.6736609456129372	0.9889538269255351	0.9837678727594616	0.9503722084367245	0.9503722084367245
50	13619.219267365988	0.6307540233246982	0.9895965004473861	0.9829217829032969	0.9458128078817734	0.9528535980148883
51	13888.487505555153	0.5429402682930231	0.9898379468533852	0.9824596329818623	0.9525	0.9454094292803971
52	14158.846434106119	0.5944926696829498	0.9884283259242426	0.9844788726385917	0.9552238805970149	0.9528535980148883
53	14429.311946158297	0.5977969504892826	0.9902782314760896	0.9815317781395976	0.9484029484029484	0.9578163771712159
54	14698.89672694914	0.5573387728072703	0.9887123805195358	0.9833021678386314	0.9528535980148883	0.9528535980148883
55	14967.222539651208	0.6257136478088796	0.9877572469428624	0.9851187725298086	0.96	0.9528535980148883
56	15237.859192571137	0.623108830768615	0.9903989546790892	0.9842300226808962	0.9501246882793017	0.9454094292803971
57	15506.09954715008	0.6341761462390423	0.9868163160959537	0.9849161375642567	0.9576059850374065	0.9528535980148883
58	15774.914213441312	0.5687538832426071	0.9880306494908321	0.9821361280368583	0.9523809523809523	0.9429280397022333
59	16046.710128169972	0.5984448152594268	0.9872423979888933	0.9827120379389537	0.9432098765432099	0.9478908188585607
60	16314.8267657361	0.5410666749812663	0.9893479526765044	0.9833554928295662	0.9622166246851386	0.9478908188585607
61	16583.954258608166	0.6344975205138326	0.987469641665128	0.9838816327401224	0.9381188118811881	0.9404466501240695
62	16853.148575494066	0.6560892900452018	0.9882614438495079	0.9830106578881882	0.941031941031941	0.9503722084367245
63	17122.173246331047	0.5862517436034977	0.9886449175531538	0.9821467930350452	0.945273631840796	0.9429280397022333

